scientific_name,habitat,tl,source_rows
Psenes cyanophrys,bathypelagic,3.44,1
Psenes pellucidus,bathypelagic,3.85,1
Psenopsis anomala,benthopelagic,4.0,1
Psephurus gladius,demersal,4.15,1
Psettichthys melanostictus,demersal,4.06,1
Psettina brevirictis,demersal,3.5,1
Psettina iijimae,demersal,3.65,1
Psettina variegata,demersal,3.5,1
Psettodes belcheri,demersal,4.07,1
Psettodes erumei,demersal,4.39,1
Pseudalutarius nasicornis,reef-associated,3.13,1
Pseudamia amblyuroptera,reef-associated,3.5,1
Pseudamia hayashii,reef-associated,3.5,1
Pseudamia zonata,reef-associated,3.5,1
Pseudamphithoides incurvaria,benthic,2.0,1
Pseudanos trimaculatus,benthopelagic,2.0,1
Pseudanthias bartlettorum,reef-associated,3.4,1
Pseudanthias bicolor,reef-associated,3.4,1
Pseudanthias calloura,demersal,3.4,1
Pseudanthias cooperi,reef-associated,3.4,1
Pseudanthias elongatus,demersal,3.4,1
Pseudanthias evansi,reef-associated,3.4,1
Pseudanthias fasciatus,reef-associated,3.4,1
Pseudanthias flavoguttatus,reef-associated,3.4,1
Pseudanthias huchtii,reef-associated,3.4,1
Pseudanthias ignitus,reef-associated,3.1,1
Pseudanthias leucozonus,reef-associated,3.4,1
Pseudanthias lori,reef-associated,3.4,1
Pseudanthias luzonensis,reef-associated,3.4,1
Pseudanthias pascalus,reef-associated,3.3,1
Pseudanthias pleurotaenia,reef-associated,3.4,1
Pseudanthias rubrizonatus,reef-associated,3.4,1
Pseudanthias smithvanizi,reef-associated,3.4,1
Pseudanthias squamipinnis,reef-associated,3.4,1
Pseudanthias taeniatus,reef-associated,3.4,1
Pseudanthias thompsoni,reef-associated,3.4,1
Pseudanthias tuka,reef-associated,3.57,1
Pseudaphritis urvillii,benthopelagic,3.39,1
Pseudarchaster alascensis,benthic,3.62,1
Pseudaspius leptocephalus,benthopelagic,4.5,1
Pseudauchenipterus nodosus,demersal,2.0,1
Pseudecheneis serracula,demersal,3.2,1
Pseudobalistes flavimarginatus,reef-associated,3.43,1
Pseudobalistes fuscus,reef-associated,4.04,1
Pseudobalistes naufragium,reef-associated,3.37,1
Pseudobarbus afer,demersal,2.72,1
Pseudobarbus asper,demersal,2.0,1
Pseudobarbus burchelli,benthopelagic,2.88,1
Pseudobarbus burgi,benthopelagic,3.3,1
Pseudobarbus phlegethon,benthopelagic,2.61,1
Pseudobarbus quathlambae,benthopelagic,3.2,1
Pseudobarbus tenuis,benthopelagic,2.57,1
Pseudobathylagus milleri,bathypelagic,4.22,1
Pseudoblennius cottoides,demersal,4.28,1
Pseudoblennius percoides,demersal,4.13,1
Pseudobulweria aterrima,others,4.09,1
Pseudobulweria becki,others,4.1,1
Pseudobulweria macgillivrayi,others,4.04,1
Pseudobulweria rostrata,others,4.09,1
Pseudocaranx dentex,reef-associated,3.92,1
Pseudocaranx wrighti,pelagic-neritic,3.42,1
Pseudocarcharias kamoharai,pelagic-oceanic,4.21,1
Pseudochaenichthys georgianus,demersal,3.41,1
Pseudocheilinops ataenia,reef-associated,3.4,1
Pseudocheilinus evanidus,reef-associated,3.5,1
Pseudocheilinus hexataenia,reef-associated,3.15,1
Pseudocheilinus octotaenia,reef-associated,3.36,1
Pseudocheirodon terrabae,benthopelagic,2.0,1
Pseudochondrostoma polylepis,benthopelagic,2.54,1
Pseudochondrostoma willkommii,benthopelagic,2.45,1
Pseudochromis cyanotaenia,reef-associated,3.26,1
Pseudochromis dutoiti,reef-associated,3.5,1
Pseudochromis flavivertex,reef-associated,3.5,1
Pseudochromis fridmani,reef-associated,3.5,1
Pseudochromis melas,reef-associated,3.5,1
Pseudochromis springeri,reef-associated,3.5,1
Pseudochromis tapeinosoma,reef-associated,3.28,1
Pseudocoris aurantiofasciata,reef-associated,3.4,1
Pseudocoris bleekeri,reef-associated,3.4,1
Pseudocoris heteroptera,reef-associated,3.4,1
Pseudocoris ocellata,reef-associated,3.4,1
Pseudocoris yamashiroi,reef-associated,3.4,1
Pseudocrenilabrus multicolor,demersal,3.04,1
Pseudocrenilabrus philander,benthopelagic,3.74,1
Pseudocyttus maculatus,bathydemersal,3.61,1
Pseudodax moluccanus,reef-associated,2.82,1
Pseudogastromyzon myersi,benthopelagic,2.0,1
Pseudogobiopsis oligactis,demersal,4.2,1
Pseudogobius javanicus,benthopelagic,4.2,1
Pseudogobius olorum,demersal,2.93,1
Pseudogramma gregoryi,reef-associated,3.29,1
Pseudogramma thaumasia,reef-associated,3.94,1
Pseudolabrus biserialis,reef-associated,3.5,1
Pseudolabrus guentheri,reef-associated,3.5,1
Pseudolabrus japonicus,reef-associated,3.07,1
Pseudolabrus miles,reef-associated,3.6,1
Pseudolabrus sieboldi,demersal,3.14,1
Pseudolais micronemus,benthopelagic,2.73,1
Pseudolais pleurotaenia,benthopelagic,2.42,1
Pseudolaticauda schistorhynchus,demersal,4.5,1
Pseudomugil inconspicuus,pelagic-neritic,3.4,1
Pseudomugil signifer,benthopelagic,2.86,1
Pseudomystus siamensis,demersal,3.3,1
Pseudomystus stenomus,demersal,3.2,1
Pseudopercis semifasciata,demersal,3.88,1
Pseudophoxinus drusensis,benthopelagic,2.72,1
Pseudophoxinus kervillei,benthopelagic,2.73,1
Pseudophycis bachus,demersal,4.5,1
Pseudophycis barbata,demersal,3.5,1
Pseudophycis breviuscula,reef-associated,3.42,1
Pseudoplatystoma corruscans,demersal,4.5,1
Pseudoplatystoma fasciatum,demersal,4.38,1
Pseudoplatystoma tigrinum,demersal,4.5,1
Pseudoplesiops rosae,reef-associated,3.5,1
Pseudopleuronectes americanus,demersal,3.62,1
Pseudopleuronectes yokohamae,demersal,3.31,1
Pseudopolydora pulchra,benthic,2.0,1
Pseudorasbora parva,benthopelagic,3.06,1
Pseudorca crassidens,pelagic,4.5,1
Pseudorhiza haeckeli,pelagic,3.72,1
Pseudorhombus argus,demersal,3.5,1
Pseudorhombus arsius,demersal,4.16,1
Pseudorhombus cinnamoneus,demersal,4.01,1
Pseudorhombus diplospilus,demersal,3.5,1
Pseudorhombus dupliciocellatus,demersal,4.2,1
Pseudorhombus elevatus,demersal,3.5,1
Pseudorhombus javanicus,demersal,3.5,1
Pseudorhombus jenynsii,demersal,3.5,1
Pseudorhombus malayanus,demersal,3.5,1
Pseudorhombus megalops,bathydemersal,3.5,1
Pseudorhombus neglectus,demersal,3.5,1
Pseudorhombus oligodon,demersal,4.2,1
Pseudorhombus pentophthalmus,demersal,4.02,1
Pseudorhombus quinquocellatus,demersal,3.5,1
Pseudorhombus spinosus,demersal,3.5,1
Pseudorhombus tenuirastrum,demersal,3.5,1
Pseudorhombus triocellatus,demersal,3.5,1
Pseudoscaphirhynchus kaufmanni,demersal,3.44,1
Pseudosimochromis curvifrons,benthopelagic,2.0,1
Pseudosphromenus cupanus,benthopelagic,3.3,1
Pseudotolithus elongatus,demersal,4.06,1
Pseudotolithus moorii,demersal,3.42,1
Pseudotolithus senegalensis,demersal,3.79,1
Pseudotolithus senegallus,demersal,3.89,1
Pseudotolithus spp,demersal,3.77,1
Pseudotolithus typus,demersal,3.7,1
Pseudotriacanthus strigilifer,demersal,2.52,1
Pseudotriakis microdon,bathydemersal,4.34,1
Pseudotrichonotus altivelis,demersal,4.02,1
Pseudotropheus ater,demersal,2.41,1
Pseudotropheus benetos,benthopelagic,4.2,1
Pseudotropheus brevis,demersal,2.78,1
Pseudotropheus crabro,demersal,3.76,1
Pseudotropheus cyaneorhabdos,benthopelagic,3.45,1
Pseudotropheus cyaneus,demersal,2.66,1
Pseudotropheus elongatus,demersal,2.0,1
Pseudotropheus flavus,demersal,3.4,1
Pseudotropheus fuscoides,demersal,3.5,1
Pseudotropheus fuscus,demersal,2.0,1
Pseudotropheus johannii,benthopelagic,2.0,1
Pseudotropheus longior,demersal,2.0,1
Pseudotropheus minutus,demersal,2.0,1
Pseudotropheus perileucos,benthopelagic,2.0,1
Pseudotropheus tursiops,demersal,2.0,1
Pseudotropheus williamsi,benthopelagic,3.37,1
Pseudupeneus maculatus,reef-associated,3.65,1
Pseudupeneus prayensis,demersal,3.24,1
Psilodraco breviceps,demersal,3.2,1
Psilorhynchus homaloptera,demersal,2.78,1
Psychrolutes marmoratus,demersal,3.4,1
Psychrolutes phrictus,bathydemersal,3.48,1
Psychroteuthis glacialis,pelagic,4.09,1
Pteragogus cryptus,reef-associated,3.5,1
Pteragogus flagellifer,reef-associated,3.5,1
Pterapogon kauderni,demersal,3.3,1
Pteraster militaris,benthic,3.22,1
Pteraster tesselatus,benthic,3.0,1
Ptereleotris calliura,reef-associated,3.4,1
Ptereleotris evides,reef-associated,3.0,1
Ptereleotris helenae,reef-associated,3.4,1
Ptereleotris heteroptera,reef-associated,3.4,1
Ptereleotris monoptera,reef-associated,3.4,1
Ptereleotris zebra,reef-associated,3.4,1
Pterengraulis atherinoides,pelagic,3.88,1
Pterocaesio capricornis,reef-associated,3.4,1
Pterocaesio chrysozona,reef-associated,3.4,1
Pterocaesio digramma,reef-associated,3.39,1
Pterocaesio lativittata,reef-associated,3.4,1
Pterocaesio marri,reef-associated,3.4,1
Pterocaesio pisang,reef-associated,3.4,1
Pterocaesio randalli,reef-associated,3.4,1
Pterocaesio tessellata,reef-associated,3.4,1
Pterocaesio tile,reef-associated,3.33,1
Pterocaesio trilineata,reef-associated,3.4,1
Pterocryptis cochinchinensis,demersal,3.75,1
Pterocryptis wynaadensis,demersal,3.82,1
Pteroctopus tetracirrhus,demersal,3.73,1
Pterodoras granulosus,demersal,2.55,1
Pterodroma alba,others,4.09,1
Pterodroma arminjoniana,others,4.56,1
Pterodroma atrata,others,4.0,1
Pterodroma axillaris,others,4.04,1
Pterodroma baraui,others,4.07,1
Pterodroma brevipes,others,4.02,1
Pterodroma cahow,others,4.05,1
Pterodroma caribbaea,others,4.07,1
Pterodroma cervicalis,others,4.05,1
Pterodroma cookii,others,4.09,1
Pterodroma defilippiana,others,4.1,1
Pterodroma externa,others,4.16,1
Pterodroma feae,others,4.08,1
Pterodroma hasitata,others,4.02,1
Pterodroma heraldica,others,4.32,1
Pterodroma hypoleuca,others,4.08,1
Pterodroma incerta,others,4.36,1
Pterodroma inexpectata,others,4.09,1
Pterodroma lessonii,others,4.4,1
Pterodroma leucoptera,others,4.14,1
Pterodroma longirostris,others,4.03,1
Pterodroma macroptera,others,3.72,1
Pterodroma madeira,others,4.55,1
Pterodroma magentae,others,4.07,1
Pterodroma mollis,others,3.79,1
Pterodroma neglecta,others,4.26,1
Pterodroma nigripennis,others,4.13,1
Pterodroma phaeopygia,others,4.12,1
Pterodroma pycrofti,others,4.05,1
Pterodroma sandwichensis,others,4.1,1
Pterodroma solandri,others,4.07,1
Pterodroma ultima,others,4.27,1
Pterogobius elapoides,demersal,2.97,1
Pterogobius zonoleucus,demersal,3.19,1
Pterogymnus laniarius,benthopelagic,3.54,1
Pterois antennata,reef-associated,3.55,1
Pterois lunulata,reef-associated,3.67,1
Pterois radiata,reef-associated,3.57,1
Pterois sphex,reef-associated,3.79,1
Pterois volitans,reef-associated,4.35,1
Pterolebias longipinnis,benthopelagic,3.25,1
Pteromylaeus bovinus,benthopelagic,3.79,1
Pterophyllum scalare,benthopelagic,3.6,1
Pteroplatytrygon violacea,pelagic-oceanic,4.36,1
Pterosagitta draco,pelagic,3.0,1
Pteroscion peli,benthopelagic,3.56,1
Pterothrissus belloci,bathydemersal,3.03,1
Pterothrissus gissu,benthopelagic,3.27,1
Pterygioteuthis giardi,benthopelagic,3.31,1
Pterygoplichthys gibbiceps,demersal,2.0,1
Pterygoplichthys joselimaianus,demersal,2.0,1
Pterygoplichthys multiradiatus,demersal,2.16,1
Pterygoplichthys pardalis,demersal,2.0,1
Pterygoplichthys punctatus,demersal,2.0,1
Pterygoplichthys undecimalis,demersal,2.0,1
Ptychocharax rhyacophila,pelagic,3.34,1
Ptychocheilus oregonensis,benthopelagic,4.21,1
Ptychoramphus aleuticus,others,3.96,1
Puffinus assimilis,others,4.16,1
Puffinus auricularis,others,4.13,1
Puffinus bulleri,others,3.95,1
Puffinus carneipes,others,4.17,1
Puffinus creatopus,others,4.17,1
Puffinus gavia,others,4.22,1
Puffinus gravis,others,4.25,1
Puffinus griseus,others,4.11,1
Puffinus heinrothi,others,4.14,1
Puffinus huttoni,others,4.16,1
Puffinus lherminieri,others,4.17,1
Puffinus mauretanicus,others,4.55,1
Puffinus nativitatis,others,4.37,1
Puffinus newelli,others,4.15,1
Puffinus opisthomelas,others,4.18,1
Puffinus pacificus,others,4.2,1
Puffinus puffinus,others,4.53,1
Puffinus tenuirostris,others,4.07,1
Puffinus yelkouan,others,4.56,1
Pugilina cochlidium,benthic,3.23,1
Pulsellum affine,demersal,3.47,1
Pulsellum teres,demersal,3.5,1
Pungitius platygaster,benthopelagic,3.5,1
Pungitius pungitius,benthopelagic,3.32,1
Pungu maclareni,demersal,2.74,1
Puntigrus partipentazona,benthopelagic,2.87,1
Puntigrus tetrazona,benthopelagic,2.87,1
Puntioplites bulu,benthopelagic,2.37,1
Puntioplites falcifer,benthopelagic,2.58,1
Puntioplites proctozystron,benthopelagic,2.7,1
Puntioplites waandersi,demersal,2.36,1
Puntius amphibius,benthopelagic,2.0,1
Puntius aurotaeniatus,benthopelagic,3.29,1
Puntius bimaculatus,benthopelagic,2.36,1
Puntius brevis,benthopelagic,2.91,1
Puntius chola,benthopelagic,2.52,1
Puntius dorsalis,benthopelagic,2.77,1
Puntius everetti,benthopelagic,2.95,1
Puntius lateristriga,benthopelagic,3.01,1
Puntius masyai,benthopelagic,3.33,1
Puntius semifasciolatus,benthopelagic,2.77,1
Puntius vittatus,benthopelagic,2.0,1
Pusa hispida,bathydemersal,3.82,1
Pygocentrus cariba,pelagic,3.63,1
Pygocentrus nattereri,pelagic,3.72,1
Pygoplites diacanthus,reef-associated,2.69,1
Pygoscelis adeliae,others,3.84,1
Pygoscelis antarcticus,others,4.0,1
Pygoscelis papua,others,4.22,1
Pygospio elegans,benthic,2.0,1
Pylodictis olivaris,demersal,3.78,1
Pyrolycus manusanus,bathydemersal,3.6,1
Pyroteuthis margaritifera,bathypelagic,3.1,1
Pyrrhulina filamentosa,benthopelagic,3.41,1
Pyrrhulina laeta,benthopelagic,3.26,1
Rabaulichthys suzukii,demersal,3.4,1
Rachycentron canadum,reef-associated,3.96,1
Raconda russeliana,pelagic-neritic,3.29,1
Racovitzia glacialis,bathydemersal,3.0,1
Radiicephalus elongatus,pelagic-oceanic,3.87,1
Raiamas guttatus,benthopelagic,3.89,1
Raja africana,demersal,3.97,1
Raja asterias,demersal,3.5,1
Raja binoculata,demersal,3.92,1
Raja brachyura,demersal,3.89,1
Raja chinensis,demersal,4.5,1
Raja clavata,demersal,3.84,1
Raja eglanteria,demersal,3.88,1
Raja maderensis,bathydemersal,3.5,1
Raja microocellata,demersal,3.94,1
Raja miraletus,demersal,3.8,1
Raja montagui,demersal,3.88,1
Raja polystigma,demersal,3.97,1
Raja radula,demersal,3.74,1
Raja rondeleti,demersal,3.5,1
Raja straeleni,demersal,3.96,1
Raja texana,demersal,3.84,1
Raja undulata,demersal,3.5,1
Raja velezi,demersal,3.63,1
Rajella annandalei,bathydemersal,4.01,1
Rajella barnardi,bathydemersal,3.5,1
Rajella caudaspinosa,bathydemersal,3.6,1
Rajella dissimilis,bathydemersal,3.99,1
Rajella fyllae,bathydemersal,3.37,1
Rajella leoparda,bathydemersal,3.93,1
Rajella lintea,bathydemersal,3.62,1
Raniceps raninus,demersal,3.77,1
Ranina ranina,reef-associated,3.92,1
Ranzania laevis,pelagic-oceanic,3.66,1
Rapana venosa,benthic,3.1,1
Rasbora argyrotaenia,benthopelagic,2.0,1
Rasbora aurotaenia,benthopelagic,2.63,1
Rasbora borapetensis,benthopelagic,3.29,1
Rasbora caudimaculata,benthopelagic,3.3,1
Rasbora daniconius,benthopelagic,3.14,1
Rasbora dusonensis,benthopelagic,2.91,1
Rasbora einthovenii,benthopelagic,3.27,1
Rasbora hobelmani,benthopelagic,3.2,1
Rasbora paucisqualis,benthopelagic,3.2,1
Rasbora paviana,benthopelagic,3.2,1
Rasbora tornieri,benthopelagic,3.2,1
Rasbora trilineata,benthopelagic,3.25,1
Rasboroides vaterifloris,benthopelagic,2.8,1
Rasbosoma spilocerca,benthopelagic,3.29,1
Rastrelliger brachysoma,pelagic-neritic,2.72,1
Rastrelliger faughni,pelagic-neritic,3.4,1
Rastrelliger kanagurta,pelagic-neritic,3.19,1
Rastrineobola argentea,pelagic,3.41,1
Rathbunella hypoplecta,demersal,3.55,1
Rathkea octopunctata,pelagic,3.21,1
Redigobius bikolanus,benthopelagic,3.27,1
Redigobius dewaali,benthopelagic,3.36,1
Redigobius isognathus,demersal,4.2,1
Regalecus glesne,pelagic-oceanic,3.2,1
Reganochromis calliurus,benthopelagic,3.6,1
Reinhardtius hippoglossoides,benthopelagic,4.38,1
Remora osteochir,pelagic-oceanic,3.5,1
Remora remora,reef-associated,3.49,1
Repomucenus huguenini,demersal,3.43,1
Retropinna retropinna,demersal,3.2,1
Retropinna semoni,pelagic,2.79,1
Retropinna tasmanica,demersal,3.29,1
Rexea antefurcata,benthopelagic,4.42,1
Rexea bengalensis,benthopelagic,4.5,1
Rexea brevilineata,benthopelagic,4.5,1
Rexea prometheoides,benthopelagic,4.17,1
Rexea solandri,benthopelagic,4.31,1
Rhabdalestes maunensis,pelagic,3.34,1
Rhabdamia gracilis,reef-associated,3.26,1
Rhabdamia spilota,reef-associated,3.4,1
Rhabdoblennius nitidus,reef-associated,2.0,1
Rhabdoblennius rhabdotrachelus,reef-associated,2.0,1
Rhabdoblennius snowi,reef-associated,2.0,1
Rhabdolichops caviceps,benthopelagic,3.0,1
Rhabdolichops lundbergi,benthopelagic,3.26,1
Rhabdolichops navalha,benthopelagic,3.15,1
Rhabdosargus globiceps,benthopelagic,3.04,1
Rhabdosargus haffara,reef-associated,3.5,1
Rhabdosargus holubi,demersal,2.78,1
Rhabdosargus sarba,reef-associated,3.37,1
Rhabdosargus thorpei,demersal,3.24,1
Rhacochilus toxotes,demersal,3.36,1
Rhacochilus vacca,demersal,3.59,1
Rhadinesthes decimus,bathypelagic,4.06,1
Rhadinocentrus ornatus,pelagic,2.98,1
Rhamdia quelen,benthopelagic,3.92,1
Rhamphichthys rostratus,benthopelagic,3.5,1
Rhamphochromis esox,demersal,4.12,1
Rhamphochromis ferox,demersal,4.2,1
Rhamphochromis longiceps,pelagic,3.21,1
Rhamphochromis lucius,demersal,4.2,1
Rhamphochromis macrophthalmus,demersal,4.2,1
Rhamphochromis woodi,demersal,3.71,1
Rhamphocottus richardsonii,demersal,3.42,1
Rhaphiodon vulpinus,pelagic,4.5,1
Rheocles derhami,pelagic,3.2,1
Rheocles vatosoa,pelagic,2.63,1
Rhina ancylostoma,reef-associated,3.55,1
Rhincodon typus,pelagic-oceanic,3.55,1
Rhinecanthus aculeatus,reef-associated,3.21,1
Rhinecanthus assasi,reef-associated,3.5,1
Rhinecanthus rectangulus,reef-associated,3.52,1
Rhinella marina,others,3.64,1
Rhinesomus triqueter,reef-associated,3.25,1
Rhinichthys atratulus,demersal,3.05,1
Rhinichthys cataractae,demersal,3.2,1
Rhinichthys falcatus,demersal,2.67,1
Rhinichthys obtusus,pelagic,3.13,1
Rhinichthys osculus,demersal,2.93,1
Rhinichthys umatilla,demersal,2.89,1
Rhinobatos albomaculatus,demersal,4.08,1
Rhinobatos annulatus,demersal,3.35,1
Rhinobatos cemiculus,demersal,4.04,1
Rhinobatos horkelii,demersal,3.83,1
Rhinobatos hynnicephalus,demersal,3.5,1
Rhinobatos lentiginosus,reef-associated,3.55,1
Rhinobatos leucospilus,demersal,3.65,1
Rhinobatos percellens,demersal,3.58,1
Rhinobatos productus,demersal,3.59,1
Rhinobatos rhinobatos,demersal,4.08,1
Rhinobatos schlegelii,demersal,3.5,1
Rhinobatos thouin,benthopelagic,3.5,1
Rhinochimaera atlantica,bathydemersal,3.55,1
Rhinogobiops nicholsii,demersal,3.37,1
Rhinogobius giurinus,demersal,3.21,1
Rhinogobius mekongianus,benthopelagic,3.31,1
Rhinomugil nasutus,pelagic,2.93,1
Rhinomuraena quaesita,reef-associated,4.5,1
Rhinopias argoliba,demersal,3.99,1
Rhinopias frondosa,reef-associated,3.98,1
Rhinoprenes pentanemus,demersal,2.0,1
Rhinoptera bonasus,benthopelagic,3.23,1
Rhinoptera javanica,reef-associated,3.28,1
Rhinoptera marginata,benthopelagic,3.84,1
Rhinoptera steindachneri,reef-associated,3.55,1
Rhinosardinia amazonica,pelagic,3.4,1
Rhithropanopeus harrisii,demersal,3.41,1
Rhizophysa eysenhardti,pelagic,4.0,1
Rhizoprionodon acutus,benthopelagic,4.25,1
Rhizoprionodon lalandii,demersal,4.28,1
Rhizoprionodon longurio,benthopelagic,4.24,1
Rhizoprionodon oligolinx,reef-associated,4.14,1
Rhizoprionodon porosus,reef-associated,3.99,1
Rhizoprionodon taylori,pelagic-oceanic,4.5,1
Rhizoprionodon terraenovae,demersal,4.37,1
Rhodeus amarus,benthopelagic,2.95,1
Rhodeus sericeus,benthopelagic,2.11,1
Rhodichthys regina,bathydemersal,3.55,1
Rhodophyceae,Seaweeds,1.0,1
Rhodostethia rosea,others,3.9,1
Rhomboplites aurorubens,demersal,4.36,1
Rhynchobatus australiae,demersal,3.54,1
Rhynchobatus djiddensis,reef-associated,3.6,1
Rhynchobatus luebberti,demersal,4.5,1
Rhynchocypris oxycephalus,demersal,3.66,1
Rhynchocypris percnurus,benthopelagic,3.23,1
Rhynchopelates oxyrhynchus,benthopelagic,3.61,1
Rhynchorhamphus malabaricus,pelagic-neritic,2.23,1
Rhytiodus argenteofuscus,benthopelagic,2.43,1
Rhytiodus microlepis,benthopelagic,2.0,1
Richardsonius balteatus,demersal,3.41,1
Rimicola eigenmanni,demersal,3.5,1
Rinoctes nasutus,bathypelagic,3.18,1
Rioraja agassizii,demersal,3.55,1
Rissa brevirostris,others,4.12,1
Rissa tridactyla,others,4.16,1
Rita rita,demersal,3.67,1
Roboastra tigris,demersal,3.6,1
Robsonella fontaniana,demersal,3.43,1
Rocio octofasciata,benthopelagic,3.53,1
Roeboexodon guyanensis,pelagic,4.4,1
Roeboides affinis,benthopelagic,3.68,1
Roeboides bouchellei,benthopelagic,3.86,1
Roeboides dayi,benthopelagic,3.47,1
Roeboides descalvadensis,benthopelagic,3.33,1
Roeboides myersii,benthopelagic,4.2,1
Roeboides prognathus,benthopelagic,4.11,1
Romanichthys valsanicola,benthopelagic,3.2,1
Romanogobio albipinnatus,benthopelagic,3.35,1
Romanogobio uranoscopus,benthopelagic,3.34,1
Roncador stearnsii,demersal,3.31,1
Rondeletia loricata,bathypelagic,3.38,1
Ronquilus jordani,demersal,3.13,1
Rosenblattichthys hubbsi,pelagic-oceanic,4.2,1
Rostanga pulchra,demersal,3.0,1
Rostroraja alba,demersal,4.41,1
