scientific_name,habitat,tl,source_rows
Argyropelecus sladeni,bathypelagic,3.05,1
Argyrops filamentosus,reef-associated,3.5,1
Argyrops spinifer,demersal,4.49,1
Argyrosomus hololepidotus,demersal,4.48,1
Argyrosomus japonicus,benthopelagic,4.48,1
Argyrosomus regius,benthopelagic,4.29,1
Aricidea minuta,benthic,2.0,1
Ariomma bondi,demersal,3.5,1
Ariomma indicum,benthopelagic,3.63,1
Ariomma melanum,bathydemersal,3.5,1
Ariomma regulus,demersal,3.4,1
Ariopsis felis,reef-associated,3.23,1
Ariopsis seemanni,demersal,3.57,1
Ariosoma anago,demersal,4.0,1
Ariosoma major,demersal,4.02,1
Aristaeomorpha foliacea,benthopelagic,3.71,1
Aristeus antennatus,bathypelagic,3.3,1
Aristeus mabahissae,pelagic,3.69,1
Aristeus varidens,demersal,3.77,1
Aristochromis christyi,benthopelagic,4.0,1
Aristostomias grimaldii,bathypelagic,4.2,1
Aristostomias lunifer,bathypelagic,4.2,1
Aristostomias polydactylus,bathypelagic,4.25,1
Aristostomias scintillans,bathypelagic,3.5,1
Aristostomias tittmanni,bathypelagic,4.2,1
Aristostomias xenostoma,pelagic-oceanic,3.81,1
Arius africanus,benthopelagic,3.8,1
Arius arius,demersal,3.5,1
Arius dispar,benthopelagic,3.86,1
Arius jella,demersal,3.5,1
Arius latiscutatus,demersal,3.34,1
Arius maculatus,demersal,3.36,1
Arius oetik,demersal,4.15,1
Arius parkii,demersal,4.06,1
Arius subrostratus,demersal,2.83,1
Arius sumatranus,demersal,3.5,1
Arius venosus,demersal,4.0,1
Armina californica,benthic,3.6,1
Arnoglossus aspilos,demersal,3.5,1
Arnoglossus brunneus,bathydemersal,3.5,1
Arnoglossus dalgleishi,demersal,3.5,1
Arnoglossus debilis,demersal,3.5,1
Arnoglossus elongatus,demersal,3.5,1
Arnoglossus fisoni,demersal,3.5,1
Arnoglossus imperialis,demersal,3.84,1
Arnoglossus japonicus,demersal,3.5,1
Arnoglossus kessleri,demersal,4.05,1
Arnoglossus laterna,demersal,3.59,1
Arnoglossus macrolophus,demersal,3.5,1
Arnoglossus polyspilus,demersal,3.5,1
Arnoglossus rueppelii,demersal,4.03,1
Arnoglossus tenuis,demersal,3.5,1
Arnoglossus thori,demersal,3.28,1
Arnoglossus waitei,demersal,3.5,1
Arnoldichthys spilopterus,pelagic,3.12,1
Arothron hispidus,reef-associated,3.24,1
Arothron immaculatus,reef-associated,2.52,1
Arothron manilensis,reef-associated,3.83,1
Arothron mappa,reef-associated,2.83,1
Arothron meleagris,reef-associated,3.62,1
Arothron nigropunctatus,reef-associated,3.37,1
Arothron reticularis,reef-associated,3.47,1
Arothron stellatus,reef-associated,3.65,1
Arrhamphus sclerolepis krefftii,pelagic-neritic,2.99,1
Arripis georgianus,pelagic-neritic,4.31,1
Arripis trutta,pelagic-neritic,4.07,1
Arripis truttacea,benthopelagic,4.18,1
Artedidraco lonnbergi,bathydemersal,3.22,1
Artedidraco mirus,demersal,3.2,1
Artedidraco orianae,demersal,3.21,1
Artedidraco shackletoni,demersal,3.17,1
Artedidraco skottsbergi,demersal,3.14,1
Artediellus atlanticus,demersal,3.42,1
Artediellus camchaticus,demersal,3.19,1
Artediellus scaber,demersal,3.35,1
Artediellus uncinatus,demersal,3.5,1
Artedius fenestralis,demersal,4.03,1
Artedius harringtoni,demersal,3.41,1
Artedius lateralis,demersal,3.7,1
Ascophyllum nodosum,Seaweeds,1.0,1
Aseraggodes herrei,demersal,3.55,1
Aseraggodes therese,demersal,3.45,1
Aspidontus dussumieri,reef-associated,2.0,1
Aspidontus taeniatus,reef-associated,3.75,1
Aspidophoroides monopterygius,demersal,3.0,1
Aspidophoroides olrikii,demersal,3.25,1
Aspiolucius esocinus,benthopelagic,4.5,1
Aspistor luniscutis,benthopelagic,3.84,1
Aspistor quadriscutis,benthopelagic,3.5,1
Assessor randalli,reef-associated,3.5,1
Assurger anzac,benthopelagic,4.5,1
Astatoreochromis alluaudi,benthopelagic,3.6,1
Astatotilapia burtoni,benthopelagic,3.05,1
Astatotilapia calliptera,benthopelagic,3.04,1
Astatotilapia flaviijosephi,benthopelagic,3.22,1
Asterias rubens,benthic,3.0,1
Asterorhombus cocosensis,demersal,3.6,1
Asterorhombus intermedius,reef-associated,4.15,1
Asterropteryx ensifera,reef-associated,3.4,1
Asterropteryx semipunctata,reef-associated,2.33,1
Asterropteryx striata,reef-associated,3.4,1
Asthenosoma varium,reef-associated,2.72,1
Astrapogon stellatus,reef-associated,3.5,1
Astroblepus pholeter,demersal,3.2,1
Astroboa nuda,demersal,3.4,1
Astronesthes gemmifer,bathypelagic,4.03,1
Astronesthes indicus,bathypelagic,3.51,1
Astronesthes leucopogon,bathypelagic,4.01,1
Astronesthes macropogon,bathypelagic,3.68,1
Astronesthes micropogon,bathypelagic,3.71,1
Astronesthes neopogon,bathypelagic,3.7,1
Astronesthes niger,bathypelagic,3.78,1
Astronesthes richardsoni,bathypelagic,3.93,1
Astronesthes similus,bathypelagic,4.2,1
Astronotus ocellatus,benthopelagic,2.83,1
Astropecten armatus,benthic,4.21,1
Astropecten polyacanthus,reef-associated,3.33,1
Astropyga radiata,reef-associated,2.73,1
Astroscopus guttatus,demersal,4.5,1
Astroscopus y-graecum,reef-associated,4.2,1
Astrotia stokesii,reef-associated,4.5,1
Astyanax aeneus,benthopelagic,2.73,1
Astyanax bimaculatus,benthopelagic,2.44,1
Astyanax fasciatus,benthopelagic,3.03,1
Astyanax gymnodontus,pelagic,2.0,1
Astyanax magdalenae,benthopelagic,2.56,1
Astyanax mexicanus,benthopelagic,3.23,1
Astyanax nasutus,benthopelagic,2.0,1
Astyanax orthodus,benthopelagic,2.93,1
Astyanax rivularis,benthopelagic,2.72,1
Astyanax scabripinnis,benthopelagic,3.18,1
Astyanax schubarti,benthopelagic,3.14,1
Asymbolus vincenti,reef-associated,4.5,1
Ateleopus japonicus,bathydemersal,4.24,1
Atheresthes evermanni,demersal,4.3,1
Atheresthes stomias,demersal,4.17,1
Atherina boyeri,demersal,3.22,1
Atherina breviceps,pelagic-neritic,3.26,1
Atherina hepsetus,pelagic-neritic,3.24,1
Atherina presbyter,pelagic-neritic,3.67,1
Atherinella argentea,pelagic-neritic,2.68,1
Atherinella blackburni,benthopelagic,3.4,1
Atherinella brasiliensis,benthopelagic,3.23,1
Atherinella chagresi,benthopelagic,2.68,1
Atherinella hubbsi,pelagic,2.77,1
Atherinella milleri,pelagic-neritic,2.8,1
Atherinella nesiotes,pelagic-neritic,3.98,1
Atherinella sardina,pelagic,3.2,1
Atherinomorus endrachtensis,reef-associated,3.4,1
Atherinomorus insularum,pelagic-neritic,3.15,1
Atherinomorus lacunosus,reef-associated,3.29,1
Atherinomorus stipes,reef-associated,3.31,1
Atherinomorus vaigiensis,pelagic-neritic,3.3,1
Atherinops affinis,pelagic-neritic,2.76,1
Atherinopsis californiensis,pelagic-neritic,2.33,1
Atherion elymus,reef-associated,3.4,1
Atlantoraja castelnaui,demersal,4.5,1
Atlantoraja cyclophora,demersal,3.5,1
Atlantoraja platana,demersal,4.15,1
Atractoscion aequidens,benthopelagic,3.77,1
Atractoscion nobilis,demersal,3.21,1
Atractosteus spatula,demersal,4.02,1
Atractosteus tristoechus,demersal,4.53,1
Atractosteus tropicus,demersal,4.23,1
Atrilinea roulei,benthopelagic,2.38,1
Atropus atropos,pelagic-neritic,3.6,1
Atrosalarias fuscus,reef-associated,2.0,1
Atrosalarias holomelas,reef-associated,2.02,1
Atrosalarias hosokawai,reef-associated,2.0,1
Atule mate,reef-associated,4.22,1
Atypichthys latus,benthopelagic,3.45,1
Atys debilis,demersal,3.5,1
Auchenionchus microcirrhis,demersal,3.67,1
Auchenionchus variolosus,demersal,3.43,1
Auchenipterichthys punctatus,benthopelagic,2.74,1
Auchenipterus dentatus,pelagic,3.35,1
Auchenipterus nuchalis,pelagic,3.63,1
Auchenoglanis biscutatus,demersal,3.08,1
Auchenoglanis occidentalis,demersal,2.9,1
Aulacocephalus temminckii,reef-associated,3.97,1
Aulichthys japonicus,benthopelagic,3.05,1
Aulonocara auditor,benthopelagic,3.5,1
Aulonocara baenschi,benthopelagic,3.5,1
Aulonocara ethelwynnae,benthopelagic,3.5,1
Aulonocara guentheri,benthopelagic,3.5,1
Aulonocara hansbaenschi,benthopelagic,3.5,1
Aulonocara hueseri,benthopelagic,3.5,1
Aulonocara kandeensis,benthopelagic,3.5,1
Aulonocara korneliae,benthopelagic,3.5,1
Aulonocara maylandi,benthopelagic,3.5,1
Aulonocara nyassae,benthopelagic,3.5,1
Aulonocara rostratum,benthopelagic,3.5,1
Aulonocara saulosi,benthopelagic,3.5,1
Aulonocara steveni,benthopelagic,3.5,1
Aulonocara stonemani,demersal,3.26,1
Aulonocara stuartgranti,benthopelagic,3.5,1
Aulonocara trematocephalum,benthopelagic,3.45,1
Aulopus cadenati,demersal,4.2,1
Aulopus filamentosus,demersal,4.2,1
Aulopyge huegelii,benthopelagic,2.0,1
Aulorhynchus flavidus,benthopelagic,3.39,1
Aulostomus chinensis,reef-associated,4.24,1
Aulostomus maculatus,reef-associated,4.26,1
Aulostomus strigosus,demersal,4.19,1
Aulotrachichthys argyrophanus,bathypelagic,4.2,1
Aulotrachichthys novaezelandicus,demersal,4.12,1
Aurigequula fasciata,demersal,3.33,1
Auriglobus amabilis,pelagic,3.2,1
Auriglobus modestus,demersal,3.62,1
Auriglobus nefastus,demersal,4.4,1
Australoheros facetus,benthopelagic,3.33,1
Austroglanis gilli,demersal,3.3,1
Austroglanis sclateri,demersal,3.5,1
Austroglossus microlepis,bathydemersal,3.48,1
Austroglossus pectoralis,demersal,4.03,1
Austrolebias bellottii,benthopelagic,3.26,1
Austrolebias nigripinnis,benthopelagic,3.12,1
Auxis rochei,pelagic-neritic,4.13,1
Auxis thazard,pelagic-neritic,4.37,1
Avocettina infans,bathypelagic,3.5,1
Awaous acritosus,benthopelagic,2.0,1
Awaous banana,benthopelagic,2.0,1
Awaous grammepomus,benthopelagic,3.25,1
Awaous guamensis,demersal,2.21,1
Awaous tajasica,demersal,2.78,1
Axiopsis serratifrons,reef-associated,2.0,1
Axoclinus cocoensis,demersal,2.8,1
Axoclinus lucillae,demersal,2.73,1
Axoclinus multicinctus,demersal,2.8,1
Axoclinus nigricaudus,demersal,2.78,1
Axoclinus rubinoffi,demersal,2.63,1
Ayarnangra estuarius,benthopelagic,3.6,1
Azurina eupalama,reef-associated,3.4,1
Babka gymnotrachelus,benthopelagic,3.27,1
Badis badis,benthopelagic,3.25,1
Bagarius bagarius,benthopelagic,3.72,1
Bagarius suchus,demersal,3.31,1
Bagarius yarrelli,demersal,3.73,1
Bagre bagre,demersal,4.01,1
Bagre marinus,demersal,3.51,1
Bagre pinnimaculatus,demersal,4.5,1
Bagrichthys hypselopterus,demersal,3.81,1
Bagrichthys macracanthus,demersal,2.95,1
Bagrichthys macropterus,demersal,3.41,1
Bagrus bajad,demersal,4.02,1
Bagrus degeni,demersal,4.2,1
Bagrus docmak,benthopelagic,4.08,1
Bagrus meridionalis,demersal,3.93,1
Bagrus ubangensis,demersal,4.2,1
Bairdiella armata,benthopelagic,3.32,1
Bairdiella chrysoura,demersal,3.2,1
Bairdiella ensifera,benthopelagic,3.71,1
Bairdiella icistia,demersal,3.89,1
Bairdiella ronchus,demersal,3.53,1
Balaenoptera acutorostrata,pelagic,4.2,1
Balaenoptera bonaerensis,bathypelagic,3.2,1
Balaenoptera borealis,pelagic,4.02,1
Balaenoptera brydei,bathypelagic,4.16,1
Balaenoptera edeni,pelagic,3.92,1
Balaenoptera musculus,pelagic,3.2,1
Balaenoptera physalus,pelagic,3.4,1
Balantiocheilos melanopterus,benthopelagic,3.01,1
Balanus crenatus,benthic,2.0,1
Baldwinella vivanus,benthopelagic,3.25,1
Balistapus undulatus,reef-associated,3.37,1
Balistes capriscus,reef-associated,4.06,1
Balistes polylepis,reef-associated,3.34,1
Balistes punctatus,demersal,3.36,1
Balistes vetula,reef-associated,3.82,1
Balistoides conspicillum,reef-associated,3.31,1
Balistoides viridescens,reef-associated,3.33,1
Balitora annamitica,demersal,2.45,1
Balitora burmanica,demersal,2.0,1
Balitora meridionalis,demersal,2.43,1
Ballerus ballerus,benthopelagic,3.21,1
Bangana ariza,benthopelagic,2.74,1
Bangana behri,benthopelagic,2.0,1
Bangana dero,benthopelagic,2.0,1
Banjos banjos,demersal,4.02,1
Barbatula barbatula,demersal,3.28,1
Barbodes binotatus,benthopelagic,2.69,1
Barbodes carnaticus,benthopelagic,2.0,1
Barbodes strigatus,benthopelagic,2.41,1
Barboides gracilis,benthopelagic,2.0,1
Barbonymus altus,benthopelagic,2.4,1
Barbonymus gonionotus,benthopelagic,2.36,1
Barbonymus schwanenfeldii,benthopelagic,2.98,1
Barbourisia rufa,bathydemersal,3.3,1
Barbucca diabolica,demersal,2.49,1
Barbus ablabes,benthopelagic,2.45,1
Barbus afrohamiltoni,benthopelagic,3.2,1
Barbus afrovernayi,benthopelagic,3.5,1
Barbus albanicus,benthopelagic,2.67,1
Barbus altianalis,benthopelagic,3.37,1
Barbus andrewi,benthopelagic,2.81,1
Barbus anoplus,benthopelagic,2.69,1
Barbus apleurogramma,benthopelagic,2.9,1
Barbus argenteus,benthopelagic,3.2,1
Barbus barbus,benthopelagic,3.1,1
Barbus barnardi,benthopelagic,2.63,1
Barbus bifrenatus,benthopelagic,2.67,1
Barbus brevipinnis,benthopelagic,3.5,1
Barbus bynni,benthopelagic,3.1,1
Barbus calidus,benthopelagic,3.2,1
Barbus callensis,benthopelagic,2.81,1
Barbus cercops,benthopelagic,2.35,1
Barbus erubescens,benthopelagic,3.2,1
Barbus eutaenia,benthopelagic,3.2,1
Barbus fasciolatus,benthopelagic,2.97,1
Barbus goktschaicus,benthopelagic,3.51,1
Barbus gurneyi,benthopelagic,3.38,1
Barbus haasi,benthopelagic,3.35,1
Barbus holotaenia,benthopelagic,2.83,1
Barbus hospes,benthopelagic,3.3,1
Barbus innocens,benthopelagic,2.41,1
Barbus kerstenii,benthopelagic,2.97,1
Barbus liberiensis,benthopelagic,2.45,1
Barbus longiceps,benthopelagic,3.2,1
Barbus macrops,benthopelagic,3.04,1
Barbus mattozi,benthopelagic,3.26,1
Barbus meridionalis,benthopelagic,2.93,1
Barbus neumayeri,benthopelagic,3.04,1
Barbus paludinosus,benthopelagic,2.78,1
Barbus parablabes,benthopelagic,2.77,1
Barbus plebejus,benthopelagic,3.38,1
Barbus poechii,benthopelagic,3.35,1
Barbus prespensis,benthopelagic,2.71,1
Barbus profundus,benthopelagic,3.2,1
Barbus radiatus,benthopelagic,2.76,1
Barbus serra,benthopelagic,2.72,1
Barbus sublineatus,benthopelagic,2.72,1
Barbus sylvaticus,benthopelagic,2.81,1
Barbus thamalakanensis,benthopelagic,2.56,1
Barbus toppini,benthopelagic,2.77,1
Barbus treurensis,benthopelagic,3.37,1
Barbus trevelyani,benthopelagic,2.95,1
Barbus trimaculatus,benthopelagic,3.22,1
Barbus unitaeniatus,benthopelagic,2.85,1
Barbus viviparus,benthopelagic,2.87,1
Barbus yongei,benthopelagic,2.3,1
Barilius barna,benthopelagic,3.43,1
Bassanago albescens,bathydemersal,3.89,1
Bassia bassensis,pelagic,3.0,1
Bathophilus digitatus,bathypelagic,4.2,1
Bathophilus flemingi,bathypelagic,3.5,1
Bathophilus longipinnis,bathypelagic,4.2,1
Bathophilus nigerrimus,bathypelagic,4.2,1
Bathophilus pawneei,bathypelagic,4.2,1
Bathophilus proximus,bathypelagic,4.2,1
Bathothauma lyromma,pelagic,3.67,1
Bathybagrus grandis,demersal,4.5,1
Bathybagrus graueri,demersal,4.25,1
Bathybagrus sianenna,demersal,3.72,1
Bathybagrus stappersii,demersal,3.31,1
Bathybates fasciatus,pelagic,4.2,1
Bathybates ferox,pelagic,4.2,1
Bathybates graueri,pelagic,4.2,1
Bathybates hornii,pelagic,4.2,1
Bathybates leo,pelagic,4.2,1
Bathybates minor,pelagic,4.2,1
Bathybates vittatus,pelagic,4.2,1
Bathyclarias atribranchus,demersal,3.061,1
Bathyclarias filicibarbis,demersal,4.06,1
Bathyclarias nyasensis,benthopelagic,3.73,1
Bathyclarias worthingtoni,demersal,4.01,1
Bathyclupea gracilis,bathypelagic,3.1,1
Bathygadus melanobranchus,bathydemersal,3.3,1
Bathygobius fuscus,reef-associated,3.42,1
Bathygobius soporator,demersal,3.71,1
Bathylagichthys greyae,bathypelagic,3.4,1
Bathylagoides nigrigenys,bathypelagic,3.36,1
Bathylagus antarcticus,bathypelagic,3.12,1
Bathylagus euryops,bathypelagic,3.34,1
Bathylagus gracilis,bathypelagic,3.24,1
Bathylagus pacificus,bathypelagic,3.27,1
Bathymaster signatus,demersal,3.76,1
Bathymicrops brevianalis,bathydemersal,4.04,1
Bathymicrops regis,bathydemersal,3.5,1
Bathynomus giganteus,bathydemersal,4.28,1
Bathypolypus arcticus,demersal,3.4,1
Bathypolypus sponsalis,bathydemersal,3.65,1
Bathyporeia elegans,benthic,2.0,1
Bathyporeia guilliamsoniana,benthic,2.0,1
Bathyporeia pilosa,benthic,2.0,1
Bathyporeia tenuipes,benthic,2.0,1
Bathypterois dubius,bathydemersal,3.37,1
Bathypterois grallator,bathydemersal,3.1,1
Bathypterois longicauda,bathydemersal,3.96,1
Bathypterois longifilis,bathydemersal,4.0,1
Bathypterois longipes,bathydemersal,3.1,1
Bathypterois oddi,bathydemersal,4.0,1
Bathypterois phenax,bathydemersal,3.4,1
Bathyraja albomaculata,demersal,3.8,1
Bathyraja aleutica,bathydemersal,4.14,1
Bathyraja brachyurops,demersal,4.07,1
Bathyraja griseocauda,bathydemersal,3.98,1
Bathyraja interrupta,bathydemersal,3.44,1
Bathyraja macloviana,demersal,3.4,1
Bathyraja maculata,bathydemersal,4.05,1
Bathyraja matsubarai,bathydemersal,4.07,1
Bathyraja minispinosa,demersal,3.84,1
Bathyraja pallida,bathydemersal,3.6,1
Bathyraja parmifera,demersal,4.19,1
Bathyraja richardsoni,bathydemersal,4.02,1
Bathyraja smithii,bathydemersal,4.33,1
Bathyraja spinicauda,bathydemersal,4.41,1
Bathyraja violacea,demersal,3.49,1
Bathysaurus ferox,bathydemersal,4.34,1
Bathysaurus mollis,bathydemersal,4.5,1
Bathysolea profundicola,bathypelagic,3.17,1
Bathytyphlops marionae,bathydemersal,3.34,1
Bathytyphlops sewelli,bathydemersal,3.1,1
Bathyuroconger vicinus,benthopelagic,4.5,1
Batrachocephalus mino,demersal,3.97,1
Batrachocottus baicalensis,demersal,3.4,1
Batrachocottus multiradiatus,demersal,3.28,1
Batrachoides gilberti,demersal,3.68,1
Batrachoides liberiensis,demersal,3.67,1
Batrachoides manglae,demersal,3.44,1
Batrachoides surinamensis,demersal,3.66,1
Batrochoglanis raninus,demersal,3.66,1
Bedotia masoala,pelagic,2.58,1
Bellapiscis lesleyae,demersal,3.28,1
Bellapiscis medius,demersal,3.53,1
Bellator gymnostethus,demersal,3.5,1
Bellottia apoda,bathydemersal,3.42,1
Belone belone,pelagic-oceanic,4.16,1
Belonoperca chabanaudi,reef-associated,4.02,1
Belontia hasselti,benthopelagic,3.18,1
Belontia signata,benthopelagic,2.59,1
Bembrops greyi,bathydemersal,4.2,1
Bembrops heterurus,demersal,3.95,1
Benthalbella dentata,bathypelagic,4.5,1
Benthalbella elongata,bathypelagic,4.03,1
Benthalbella infans,bathypelagic,4.5,1
Benthalbella linguidens,bathypelagic,3.77,1
Bentheogennema intermedia,pelagic-oceanic,3.36,1
Benthesicymus crenatus,bathypelagic,4.16,1
Benthesicymus investigatoris,bathypelagic,4.16,1
Benthesicymus strabus,bathypelagic,4.16,1
Benthobatis kreffti,bathydemersal,3.22,1
Benthochromis melanoides,pelagic,3.45,1
Benthochromis tricoti,benthopelagic,3.45,1
Benthocometes robustus,bathydemersal,3.1,1
Benthodesmus elongatus,benthopelagic,3.94,1
Benthophiloides brauneri,demersal,3.36,1
Benthophilus stellatus,demersal,3.7,1
Benthosema fibulatum,bathypelagic,3.2,1
Benthosema glaciale,pelagic-oceanic,2.99,1
Benthosema pterotum,bathypelagic,3.14,1
Benthosema suborbitale,bathypelagic,3.4,1
Berryteuthis magister,pelagic,4.02,1
Berthella martensi,demersal,3.0,1
Berthella platei,benthic,3.6,1
Berthellina citrina,benthic,3.2,1
Beryx decadactylus,bathydemersal,4.13,1
Beryx splendens,benthopelagic,4.27,1
Beryx spp,demersal,4.2,1
Betta bellica,benthopelagic,3.2,1
Betta livida,benthopelagic,3.31,1
Betta splendens,benthopelagic,3.25,1
Betta waseri,benthopelagic,3.25,1
Bidenichthys capensis,demersal,3.26,1
Bidyanus bidyanus,benthopelagic,2.99,1
Blackfordia virginica,pelagic,3.25,1
Blenniella bilitonensis,reef-associated,1.98,1
Blenniella chrysospilos,reef-associated,2.49,1
Blenniella paula,reef-associated,3.05,1
Blenniella periophthalmus,reef-associated,2.07,1
Blennioclinus brachycephalus,demersal,3.3,1
Blennius ocellaris,demersal,3.49,1
Blennodesmus scapularis,reef-associated,3.6,1
Blepsias cirrhosus,demersal,3.28,1
Blicca bjoerkna,demersal,3.17,1
Bodianus anthioides,reef-associated,3.44,1
Bodianus axillaris,reef-associated,3.42,1
Bodianus bilunulatus,reef-associated,3.44,1
Bodianus bimaculatus,reef-associated,3.52,1
Bodianus dictynna,reef-associated,3.5,1
Bodianus diplotaenia,reef-associated,3.44,1
Bodianus eclancheri,reef-associated,2.7,1
Bodianus izuensis,reef-associated,3.42,1
Bodianus loxozonus,reef-associated,3.55,1
Bodianus masudai,reef-associated,3.5,1
Bodianus mesothorax,reef-associated,3.22,1
Bodianus neilli,reef-associated,3.39,1
Bodianus opercularis,reef-associated,3.5,1
Bodianus perditio,reef-associated,4.07,1
Bodianus pulchellus,reef-associated,3.55,1
Bodianus rufus,reef-associated,3.71,1
Bodianus scrofa,reef-associated,3.5,1
Bodianus speciosus,reef-associated,3.6,1
Bodianus vulpinus,reef-associated,3.5,1
Boesemania microlepis,benthopelagic,3.72,1
Bolbometopon muricatum,reef-associated,2.67,1
Boleophthalmus boddarti,demersal,2.0,1
Boleophthalmus pectinirostris,demersal,2.0,1
Bolinichthys longipes,bathypelagic,3.1,1
Bolinichthys photothorax,bathypelagic,3.0,1
Bolinus brandaris,benthic,3.23,1
Bolitaena pygmaea,pelagic,3.66,1
Bonapartia pedaliota,bathypelagic,3.4,1
Boops boops,demersal,2.79,1
Boopsoidea inornata,reef-associated,3.28,1
Boraras maculatus,benthopelagic,3.29,1
Boraras urophthalmoides,benthopelagic,3.4,1
Boreogadus saida,demersal,3.12,1
Bornella stellifer,demersal,4.0,1
Borostomias antarcticus,bathydemersal,3.6,1
Borostomias elucens,bathypelagic,4.03,1
Borostomias mononema,bathypelagic,3.98,1
Borostomias panamensis,bathypelagic,3.1,1
Bostockia porosa,demersal,3.25,1
Bostrychus expatria,demersal,4.02,1
Bostrychus sinensis,demersal,4.04,1
Bothragonus swanii,demersal,3.55,1
Bothrocara brunneum,bathydemersal,3.61,1
Bothrocara hollandi,bathydemersal,3.2,1
Bothus leopardinus,demersal,3.65,1
Bothus lunatus,reef-associated,4.45,1
Bothus mancus,reef-associated,4.38,1
Bothus myriaster,demersal,3.5,1
Bothus ocellatus,reef-associated,3.78,1
Bothus pantherinus,reef-associated,3.5,1
Bothus podas,demersal,3.37,1
Bothus robinsi,demersal,3.72,1
