Scenario,Group_name,Biomass_start,Biomass_end,Biomass_change,Catch_start,Catch_end,Catch_change,Value_start,Value_end,Value_change
Line_Only,SmallPhyto,10.94647,10.94492,0.9998577,,,,,,
Line_Only,Squid,0.4914635,0.4913348,0.9997382,1.00E-10,0.000489751,4897305,2.19E-10,1.07E-03,4897306
Line_Only,LargeZoo,8.190166,7.891575,0.9635428,,,,,,
Line_Only,MedZoo,10.33755,10.42791,1.008741,,,,,,
Line_Only,SmallZoo,11.14197,11.13811,0.9996536,,,,,,
Line_Only,GelatZoo,3.460464,3.487288,1.007751,,,,,,
Line_Only,Detritus,100.0424,99.22125,0.991792,,,,,,
MPA1,StingRay,0.688205,0.8291224,1.204761,,,,,,
MPA1,MonkSeals,0.01889464,0.01075129,0.5690129,,,,,,
MPA1,SpinnerD,0.01557178,0.0275974,1.77227,,,,,,
MPA1,BottlenoseD,0.03441282,0.05808632,1.687927,,,,,,
MPA1,GreenTurtles,0.2596147,0.2861984,1.102397,,,,,,
MPA1,HawksbillT,0.02759964,0.03086911,1.11846,,,,,,
MPA1,R_Coralliv,0.2424114,0.2357669,0.9725897,2.57E-04,0.000250398,0.9725897,0.000128728,0.000125199,0.9725897
MPA1,R_Browser,2.843822,1.995752,0.7017849,0.06097302,1.005572,16.49209,0.1679807,2.770352,16.49209
MPA1,R_Grazer,9.234992,8.016199,0.8680245,0.2481941,0.7714193,3.108129,0.4467494,1.388555,3.10813
MPA1,Parrotfish,1.5026,1.962594,1.306132,3.06E-01,0.2278842,0.7459289,1.047879,0.7816429,0.7459289
MPA1,R_BenthPisc,1.77757,1.616594,0.9094405,4.29E-02,0.01302525,0.3038452,0.1286899,0.03910179,0.3038452
MPA1,R_BenthCarn,4.64266,4.352711,0.9375468,0.1140831,0.969595,8.499024,0.4663717,3.963704,8.499025
MPA1,R_LargePlankt,1.259075,0.9860628,0.7831647,0.07853572,0.1676307,2.134451,0.2014441,0.4299727,2.134452
MPA1,R_SmallPlankt,0.8372635,0.7445582,0.8892758,0.001494211,0.02464133,16.4912,4.86E-03,8.01E-02,16.4912
MPA1,R_Other,2.820533,2.962397,1.050297,0.008108468,0.2728621,33.6515,0.01260867,0.4243006,33.6515
MPA1,D_BenthPisc,0.2507048,0.3370546,1.344428,1.66E-05,0.00044916,27.05813,0.00004,0.00110,27.05813
MPA1,M_BenthCarn,1.259142,1.436503,1.140859,0.001757751,0.08178044,46.52562,2.37E-03,1.10E-01,46.52562
MPA1,M_Plankt,0.8806758,0.8069261,0.9162579,0.003452513,0.02369471,6.863032,4.66E-03,3.20E-02,6.863032
MPA1,S_BenthCarn,0.2393394,0.2521927,1.053703,2.89E-05,0.003266102,112.9749,3.90E-05,4.41E-03,112.9749
MPA1,S_Plankt,0.2248637,0.2013811,0.8955697,1.42E-05,0.000116252,8.180994,1.92E-05,1.57E-04,8.180995
MPA1,PreyFish,0.4266697,0.3904828,0.9151876,0.003651916,0.2603251,71.28453,0.009860173,0.7028778,71.28453
MPA1,MesoPelScatter,3.41103,5.548124,1.626524,,,,,,
MPA1,BFW_group,1.761798,1.228974,0.6975676,5.26E-02,1.41E-01,2.683977,0.2683206,0.7201662,2.683977
MPA1,BFB_group,0.3645601,0.2286476,0.6271877,0.005200615,1.85E-02,3.548015,0.02153055,0.0763907,3.548015
MPA1,Uku,0.3382274,0.1310333,0.3874119,0.003921811,0.04318722,11.01206,0.0153735,0.1692939,11.01206
MPA1,RovPisc,1.322301,1.193576,0.9026502,0.001861511,0.03920077,21.05858,0.005093094,0.1072533,21.05857
MPA1,Sharks,1.044109,1.139164,1.09104,6.25E-06,0.002552025,408.6165,3.12E-06,1.28E-03,408.6165
MPA1,MantaRay,0.5530305,0.440452,0.7964336,,,,,,
MPA1,Lobster,1.969541,2.059432,1.04564,5.32E-04,7.22E-03,13.57103,4.46E-03,6.06E-02,13.57103
MPA1,BenthCarn,9.703164,10.7921,1.112225,2.56E-05,1.45E-03,56.55905,2.56E-05,1.45E-03,56.55905
MPA1,BenthDetr,19.23259,2.01E+01,1.05E+00,1.00E-10,2.07E-05,206437.8,1.00E-10,2.07E-05,206437.8
MPA1,BenthGrazer,26.22023,28.23914,1.076998,1.00E-10,2.04E-07,2040.994,1.00E-10,2.04E-07,2040.994
MPA1,Octopus,0.3925502,0.4669049,1.189414,0.001428649,0.002368192,1.657644,5.69E-03,9.43E-03,1.657645
MPA1,BenthMeio,31.97043,3.36E+01,1.05E+00,,,,,,
MPA1,Infauna,69.12283,69.72195,1.008667,,,,,,
MPA1,Deep_FilterFeed,5.460198,5.459844,0.999935,1.00E-10,0.00049543,4954059,1.00E-10,4.95E-04,4954059
MPA1,Bivalves,2.876188,3.125399,1.086646,5.98E-06,2.60E-07,0.0435805,5.98E-06,2.60E-07,4.36E-02
MPA1,ShallowFilterFeed,2.38E-01,3.49E-01,1.466953,6.47E-02,2.05E-07,3.17E-06,6.47E-02,2.05E-07,3.17E-06
MPA1,Porites_mass,1.29441,0.3562834,0.2752477,,,,,,
MPA1,Porites_branch,1.01237,0.6089019,0.6014618,,,,,,
MPA1,Montipora,1.753409,0.6949066,0.3963175,,,,,,
MPA1,Pocillopora,0.848582,0.2527248,0.2978201,,,,,,
MPA1,Leptoseris,2.876273,2.885075,1.00306,,,,,,
MPA1,CCA,14.98225,15.08347,1.006757,,,,,,
MPA1,Turf,91.07229,91.65876,1.00644,,,,,,
MPA1,MA_Fleshy,28.18191,34.69835,1.231228,0.001565099,0.002494357,1.593737,1.57E-03,2.49E-03,1.593737
MPA1,MA_Calc,22.12618,22.48493,1.016214,,,,,,
MPA1,LargePhyto,3.52326,3.566162,1.012177,,,,,,
MPA1,SmallPhyto,10.94647,10.92177,0.9977432,,,,,,
MPA1,Squid,0.4914635,0.5000803,1.017533,1.00E-10,0.00049857,4985491,2.19E-10,1.09E-03,4985491
MPA1,LargeZoo,8.190166,7.300532,0.8913779,,,,,,
MPA1,MedZoo,10.33755,10.49407,1.015142,,,,,,
MPA1,SmallZoo,11.14197,11.14903,1.000634,,,,,,
MPA1,GelatZoo,3.460464,3.639667,1.051786,,,,,,
MPA1,Detritus,100.0424,101.2076,1.011647,,,,,,
MPA2,StingRay,0.688205,0.8265525,1.201027,,,,,,
MPA2,MonkSeals,0.01889464,0.01195005,0.6324574,,,,,,
MPA2,SpinnerD,0.01557178,0.02369526,1.521679,,,,,,
MPA2,BottlenoseD,0.03441282,0.05065849,1.472082,,,,,,
MPA2,GreenTurtles,0.2596147,0.2973691,1.145424,,,,,,
MPA2,HawksbillT,0.02759964,0.03112841,1.127855,,,,,,
MPA2,R_Coralliv,0.2424114,0.2356058,0.9719252,0.000257455,0.000250227,0.9719251,0.000128728,0.000125114,0.9719251
MPA2,R_Browser,2.843822,2.018532,0.7097953,0.06097302,1.01705,16.68033,0.1679807,2.801974,16.68033
MPA2,R_Grazer,9.234992,7.988233,0.8649962,0.2481941,0.7687281,3.097286,0.4467494,1.383711,3.097286
MPA2,Parrotfish,1.5026,1.971957,1.312363,0.3055039,0.2289714,0.7494876,1.047879,0.785372,0.7494876
MPA2,R_BenthPisc,1.77757,1.624998,0.9141682,0.04286804,0.01309296,0.3054247,0.1286899,0.03930506,0.3054247
MPA2,R_BenthCarn,4.64266,4.385468,0.9446025,0.1140831,0.9768919,8.562985,0.4663717,3.993534,8.562986
MPA2,R_LargePlankt,1.259075,1.067734,0.8480306,0.07853572,0.1815148,2.311239,0.2014441,0.4655854,2.311238
MPA2,R_SmallPlankt,0.8372635,0.7774109,0.928514,0.001494211,0.0257286,17.21885,4.86E-03,8.36E-02,17.21885
MPA2,R_Other,2.820533,2.94873,1.045451,0.008108468,0.2716033,33.49626,0.01260867,0.4223432,33.49626
MPA2,D_BenthPisc,0.2507048,0.3002292,1.197541,1.66E-05,0.000400087,24.10186,0.00004,0.00098,24.10186
MPA2,M_BenthCarn,1.259142,1.392632,1.106017,0.001757751,0.07928286,45.10472,2.37E-03,1.07E-01,45.10472
MPA2,M_Plankt,0.8806758,0.8469349,0.9616875,0.003452513,0.02486953,7.203313,4.66E-03,3.36E-02,7.203313
MPA2,S_BenthCarn,0.2393394,0.2512827,1.049901,2.89E-05,0.003254317,112.5673,3.90E-05,4.39E-03,112.5673
MPA2,S_Plankt,0.2248637,0.2122412,0.943866,1.42E-05,0.000122521,8.622179,1.92E-05,1.65E-04,8.622179
MPA2,PreyFish,0.4266697,0.3940544,0.9235584,0.003651916,0.2627062,71.93654,0.009860173,0.7093067,71.93654
MPA2,MesoPelScatter,3.41103,4.662795,1.366976,,,,,,
MPA2,BFW_group,1.761798,1.59878,0.9074706,0.05261188,0.1224666,2.327736,0.2683206,0.6245794,2.327736
MPA2,BFB_group,0.3645601,0.2980927,0.8176779,0.005200615,0.01603739,3.083748,0.02153055,0.06639478,3.083748
MPA2,Uku,0.3382274,0.129555,0.383041,0.003921811,0.04269997,10.88782,0.0153735,0.1673839,10.88782
MPA2,RovPisc,1.322301,1.21106,0.9158728,0.001861511,0.03977501,21.36706,0.005093094,0.1088244,21.36706
MPA2,Sharks,1.044109,0.9400868,0.9003726,6.25E-06,0.00210604,337.2077,3.12E-06,1.05E-03,337.2077
MPA2,MantaRay,0.5530305,0.4826937,0.8728157,,,,,,
MPA2,Lobster,1.969541,2.058433,1.045133,0.000532278,0.007220055,13.56444,4.46E-03,6.05E-02,13.56444
MPA2,BenthCarn,9.703164,10.78244,1.111229,2.56E-05,0.001447133,56.50839,2.56E-05,1.45E-03,56.50839
MPA2,BenthDetr,19.23259,20.12169,1.046229,1.00E-10,2.06E-05,206426.6,1.00E-10,2.06E-05,206426.6
MPA2,BenthGrazer,26.22023,28.24907,1.077377,1.00E-10,2.04E-07,2041.713,1.00E-10,2.04E-07,2041.713
MPA2,Octopus,0.3925502,0.4642882,1.182749,0.001428649,0.00235492,1.648355,5.69E-03,9.37E-03,1.648355
MPA2,BenthMeio,31.97043,33.48073,1.047241,,,,,,
MPA2,Infauna,69.12283,69.75842,1.009195,,,,,,
MPA2,Deep_FilterFeed,5.460198,5.468643,1.001547,1.00E-10,0.000496229,4962043,1.00E-10,4.96E-04,4962043
MPA2,Bivalves,2.876188,3.027527,1.052618,5.98E-06,2.52E-07,0.04221578,5.98E-06,2.52E-07,4.22E-02
MPA2,ShallowFilterFeed,2.38E-01,3.50E-01,1.468496,6.47E-02,2.06E-07,3.18E-06,6.47E-02,2.06E-07,3.18E-06
MPA2,Porites_mass,1.29441,0.3562834,0.2752477,,,,,,
MPA2,Porites_branch,1.01237,0.6089019,0.6014618,,,,,,
MPA2,Montipora,1.753409,0.6949066,0.3963175,,,,,,
MPA2,Pocillopora,0.848582,0.2527248,0.2978201,,,,,,
MPA2,Leptoseris,2.876273,2.889894,1.004736,,,,,,
MPA2,CCA,14.98225,15.06926,1.005808,,,,,,
MPA2,Turf,91.07229,91.64915,1.006334,,,,,,
MPA2,MA_Fleshy,28.18191,34.69374,1.231064,0.001565099,0.002494025,1.593525,1.57E-03,2.49E-03,1.593525
MPA2,MA_Calc,22.12618,22.46585,1.015352,,,,,,
MPA2,LargePhyto,3.52326,3.568903,1.012955,,,,,,
MPA2,SmallPhyto,10.94647,10.93262,0.9987341,,,,,,
MPA2,Squid,0.4914635,0.4953889,1.007987,1.00E-10,0.000493893,4938721,2.19E-10,1.08E-03,4938721
MPA2,LargeZoo,8.190166,7.802039,0.9526106,,,,,,
MPA2,MedZoo,10.33755,10.45513,1.011375,,,,,,
MPA2,SmallZoo,11.14197,11.16525,1.00209,,,,,,
MPA2,GelatZoo,3.460464,3.560391,1.028877,,,,,,
MPA2,Detritus,100.0424,101.2547,1.012117,,,,,,
