unit_id,year,metric,reference,historical,difference,comparison_status,passed
EEZ_352,2019,matched_taxa_count,79.0,79.0,0.0,numeric_reproduction,True
EEZ_352,2019,ppr_species,746373735.3016173,746373735.3016173,0.0,numeric_reproduction,True
EEZ_352,2019,ppr_commercial_correct,746373735.3016174,746373735.3016171,-2.384185791015625e-07,numeric_reproduction,True
EEZ_352,2019,ppr_functional_correct,746373735.3016171,746373735.3016171,0.0,numeric_reproduction,True
EEZ_352,2019,ppr_commercial_jensen,708464397.4967039,708464397.4967053,1.430511474609375e-06,numeric_reproduction,True
EEZ_352,2019,ppr_functional_jensen,686516663.3818655,686516663.3818665,9.5367431640625e-07,numeric_reproduction,True
EEZ_957,2019,total_catch_tonnes,1326966.3114427112,1326966.3114427112,0.0,numeric_reproduction,True
EEZ_957,2019,matched_catch_tonnes,1326966.3114427112,1326966.3114427112,0.0,numeric_reproduction,True
EEZ_957,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_957,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_957,2019,taxa_count,59.0,59.0,0.0,numeric_reproduction,True
EEZ_957,2019,matched_taxa_count,59.0,59.0,0.0,numeric_reproduction,True
EEZ_957,2019,ppr_species,739082508.1879923,739082508.1879923,0.0,numeric_reproduction,True
EEZ_957,2019,ppr_commercial_correct,739082508.1879923,739082508.1879923,0.0,numeric_reproduction,True
EEZ_957,2019,ppr_functional_correct,739082508.1879923,739082508.1879923,0.0,numeric_reproduction,True
EEZ_957,2019,ppr_commercial_jensen,525831874.2784343,525831874.2784347,4.172325134277344e-07,numeric_reproduction,True
EEZ_957,2019,ppr_functional_jensen,608978643.1813896,608978643.1813895,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_104,2019,total_catch_tonnes,1333934.8992368777,1333934.8992368777,0.0,numeric_reproduction,True
EEZ_104,2019,matched_catch_tonnes,1333934.8992368777,1333934.8992368777,0.0,numeric_reproduction,True
EEZ_104,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_104,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_104,2019,taxa_count,81.0,81.0,0.0,numeric_reproduction,True
EEZ_104,2019,matched_taxa_count,81.0,81.0,0.0,numeric_reproduction,True
