taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix,SPPR_1995_TEmean_catch,Ulanowicz_globalTEmean_catch
Pteriomorphia,Non-ceph molluscs,1.000000,single,high,674.704,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Metapenaeus ensis,Shrimps,1.000000,single,high,648.19,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Macolor,Snappers,1.000000,single,high,625.67,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Haliotis,Non-ceph molluscs,1.000000,single,high,566.469,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Berycidae,Benthopelagic fish,1.000000,single,low,507.146,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Makaira,Unresolved,,,unresolved,455.099,,,,,,,,,,,,,,,,,,,,,,
Lutjanus bohar,Snappers,1.000000,single,high,430.281,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Pomadasys argenteus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,346.7,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Caranx sexfasciatus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,293.675,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Spratelloides,Pelagic fish (≤ 30 cm),1.000000,single,medium,262.48,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Nibea albiflora,Juvenile large croakers | Croakers (> 30 cm),0.898734 | 0.101266,model_catch,low,252.85,63.434269,180.267223,448.755994,4655.281597,445.833410,453.703535,257.431403,590.130119,590.130119,590.130119,62.839178,31.157390,590.130119,590.130119,62.839178,62.839178,31.157390,31.157390,65.392286,635.256474,44.356214,85.631596
Bramidae,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,243.184,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Anguilliformes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,186.602,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Crassostrea,Non-ceph molluscs,1.000000,single,high,159.458,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Hippocampus,Demesral fish (≤ 30 cm),1.000000,single,medium,148.11,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Holothuriidae,Echinoderms,1.000000,single,high,111.296,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Isurus oxyrinchus,Pelagic sharks and rays,1.000000,single,medium,107.259,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Amblygaster sirm,Pelagic fish (≤ 30 cm),1.000000,single,medium,103.074,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Lampris guttatus,Unresolved,,,unresolved,88.896,,,,,,,,,,,,,,,,,,,,,,
Pectinidae,Non-ceph molluscs,1.000000,single,high,85.381,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Gymnosarda unicolor,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,44.08,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Tenualosa toli,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,35.53,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Sphyrna,Pelagic sharks and rays,1.000000,single,medium,33.286,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Ostreidae,Non-ceph molluscs,1.000000,single,high,29.373,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Tripneustes gratilla,Echinoderms,1.000000,single,high,23.761,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Lutjanus argentimaculatus,Snappers,1.000000,single,high,11.548,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Pomatomus saltatrix,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,8.972,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Sphyraena jello,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,5.98,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Echinozoa,Echinoderms,1.000000,single,high,4.765,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Tetrapturus angustirostris,Unresolved,,,unresolved,1.605,,,,,,,,,,,,,,,,,,,,,,
Sphyrna lewini,Pelagic sharks and rays,1.000000,single,medium,0.97,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Trochus niloticus,Non-ceph molluscs,1.000000,single,high,0.955,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Holothuroidea,Echinoderms,1.000000,single,high,0.761,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Pinctada,Non-ceph molluscs,1.000000,single,high,0.106,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Carcharhinus amblyrhynchos,Demersal sharks and rays,1.000000,single,medium,0.002,63.434269,308.191832,839.467528,16975.303945,491.286117,501.446660,434.754254,701.695589,701.695589,701.695589,112.939058,50.000680,701.695589,701.695589,112.939058,112.939058,50.000680,50.000680,116.377132,773.589869,65.859366,160.380323
Sphyrnidae,Pelagic sharks and rays,1.000000,single,medium,0.0,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
