unit_id,eez_unit_id,eez_name,sau_region_id,area_km2,lme_union_intersection_km2,lme_overlap_fraction_of_eez,hs_union_intersection_km2,hs_overlap_fraction_of_eez,uncovered_by_lme_or_hs_km2,geometry_repaired,flag_add_low_lme_overlap,flag_prefer_eez_candidate,flag_review_110_120,prefer_eez_lme_ids,review_110_120_lme_ids,mostly_contained_lme_ids,mostly_contained_lme_count,max_lme_containment_fraction,max_eez_to_lme_area_ratio,max_eez_to_mostly_contained_lme_area_ratio
EEZ_048,EEZ_048,Bahrain,48,7423.356182623587,7405.216550648655,0.9975564109374958,0.0,0.0,18.13995553798193,True,False,False,False,,,,0,0.0018833674779694307,0.0018879809275141207,0.0
EEZ_050,EEZ_050,Bangladesh,50,112185.80624509312,109806.93274044056,0.978795236364791,4.723430958801576,4.210364142218013e-05,2378.876062706684,True,False,False,False,,,,0,0.029964567497176582,0.030613724284625526,0.0
EEZ_052,EEZ_052,Barbados,52,184229.9230477758,37352.78269379093,0.20275089993987752,80.3501979700314,0.0004361408648539381,146839.8420311445,False,False,False,False,,,,0,0.021908189598352824,0.17465419610648458,0.0
EEZ_056,EEZ_056,Belgium,56,3563.4444389643254,3497.8226299905527,0.9815847250889521,0.0,0.0,65.62059861460236,True,False,False,False,,,,0,0.00502176232795075,0.005115974403020251,0.0
EEZ_060,EEZ_060,Bermuda (UK),60,450302.31188821484,0.0,0.0,19.25645803027242,4.276340032438637e-05,450283.0566425625,True,True,False,False,,,,0,0.0,0.0,0.0
EEZ_070,EEZ_070,Bosnia & Herzegovina,70,8.423500003006835,8.049444373667589,0.9555937995838163,0.0,0.0,0.3740560665439997,True,False,False,False,,,,0,3.1843660614563343e-06,3.332342741071783e-06,0.0
EEZ_074,EEZ_074,Bouvet Isl. (Norway),74,441141.3659608816,0.0,0.0,42.10749581152647,9.545125227558091e-05,441099.258357131,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_076,EEZ_076,Brazil (mainland),76,2412664.317181936,2025236.5650772238,0.8394191229398877,1726.2164341040789,0.0007154813961522635,386149.8690002099,True,False,True,False,LME_015,,LME_015,1,0.9841685946613736,4.258297022074654,4.258297022074654
EEZ_077,EEZ_077,Trindade & Martim Vaz Isl. (Brazil),77,468534.3484073179,0.0,0.0,14.202723991803028,3.0313090257058303e-05,468520.1461406714,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_084,EEZ_084,Belize,84,34287.26243474843,33948.2527876345,0.9901126650819937,0.0,0.0,339.00989220997366,True,False,False,False,,,,0,0.010405349627807568,0.01050925818320471,0.0
EEZ_086,EEZ_086,Chagos Archipelago (UK),86,637338.2382261321,0.0,0.0,848.8232771535552,0.0013318254362331022,636489.4155300824,True,True,False,False,,,,0,0.0,0.0,0.0
EEZ_090,EEZ_090,Solomon Isl.,90,1598531.4968482617,199.9353264221019,0.00012507437408415385,3.088121009678503,1.9318487097484064e-06,1598328.4736950367,True,True,False,False,,,,0,0.00015597855674148985,1.2470864466332865,0.0
EEZ_092,EEZ_092,British Virgin Isl. (UK),92,80973.83009765265,1653.925646292676,0.020425434295229437,170.30001588219662,0.00210314882816854,79149.60453531303,False,True,False,False,,,,0,0.0005069384488129366,0.024818980173720823,0.0
EEZ_096,EEZ_096,Brunei Darussalam,96,43003.451351345146,42968.62984542821,0.9991902625295714,0.0,0.0,34.821472028312165,True,False,False,False,,,,0,0.013576941162664606,0.01358794382992978,0.0
EEZ_100,EEZ_100,Bulgaria,100,34853.710469157086,34762.912876961906,0.9973948945184609,0.0,0.0,90.79697035922494,False,False,False,False,,,,0,0.07521098431448477,0.07540742862013185,0.0
EEZ_104,EEZ_104,Myanmar,104,498939.3659281432,496007.1054981319,0.9941230124735565,101.42282690801359,0.00020327685854040311,2932.2640087083996,True,False,False,False,,,,0,0.1353524592742242,0.1361526265622229,0.0
