unit_id,model,taxon,discard_tonnes,sppr,ppr_discards_tC
LME_034,34_1_Bay_of_Bengal_(1978),Tenualosa ilisha,6076.0806754711,19.832171,13389.096773970929
LME_034,34_1_Bay_of_Bengal_(1978),Rastrelliger,142.6574708906,120.78179,1914.4916323377292
LME_034,34_1_Bay_of_Bengal_(1978),Clupeiformes,11231.9520070883,140.109476,174855.87890781002
LME_034,34_1_Bay_of_Bengal_(1978),Carangidae,7907.532637571299,1047.559324,920401.0604802364
LME_034,34_1_Bay_of_Bengal_(1978),Leiognathidae,22205.406594152497,195.237034,481701.96913404175
LME_034,34_1_Bay_of_Bengal_(1978),Clupeidae,7537.9246611927,140.109476,117348.29715635408
LME_034,34_1_Bay_of_Bengal_(1978),Sciaenidae,10318.2558386797,942.008432,1079987.1115077233
LME_034,34_1_Bay_of_Bengal_(1978),Rastrelliger kanagurta,7122.4959693957,120.78179,95585.31249459977
LME_034,34_1_Bay_of_Bengal_(1978),Harpadon nehereus,3031.7143875374004,942.008432,317322.2796084385
LME_034,34_1_Bay_of_Bengal_(1978),Decapterus,2794.8588144053,1047.559324,325308.9344770953
LME_034,34_1_Bay_of_Bengal_(1978),Penaeidae,3456.5742941516,87.346446,33546.608881011205
LME_034,34_1_Bay_of_Bengal_(1978),Nemipteridae,4167.0287603644,735.917019,340731.93149051495
LME_034,34_1_Bay_of_Bengal_(1978),Engraulidae,4114.1343119066005,140.109476,64047.68918165049
LME_034,34_1_Bay_of_Bengal_(1978),Stolephorus,2554.6084539421,140.109476,39769.42798522198
LME_034,34_1_Bay_of_Bengal_(1978),Sardinella longiceps,1702.4237286481,140.109476,26502.85517231683
LME_034,34_1_Bay_of_Bengal_(1978),Pampus argenteus,1340.3281146338002,195.237034,29075.742854212793
LME_034,34_1_Bay_of_Bengal_(1978),Ariidae,4043.8681787386,434.537025,195245.60532013772
LME_034,34_1_Bay_of_Bengal_(1978),Decapoda,3026.2488675903,87.346446,29370.23147728192
LME_034,34_1_Bay_of_Bengal_(1978),Anguilliformes,577.5655805066999,1671.644897,107276.0617040964
