unit_id,model_id,year,method,scope,unidentified_treatment,status,npp_tC_yr,discard_fraction_catch,catch_tonnes,catch_covered_tonnes,catch_ppr_tC_yr,catch_ppr_npp_percent,landings_tonnes,landings_covered_tonnes,landings_ppr_tC_yr,landings_ppr_npp_percent,discards_tonnes,discards_covered_tonnes,discards_ppr_tC_yr,discards_ppr_npp_percent,discard_share_ppr_percent
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,SPPR_2015,all,method,DIVERGED - negative SPPR in a source-model group,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,new_TE_noEEfix,all,method,DIVERGED - negative SPPR in a source-model group,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,new_TE_EEfix,all,method,FAILED diagnostic for this SPPR_new configuration,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,new_GE,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,1151857971.5899541,389.22255669585525,3503234.4047185956,3419273.8862707997,856553374.381762,289.4366341565016,1297617.7209065228,1288078.4392654789,295304597.20819217,99.78592253935375,25.637240396971148
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,new_WithEgestion,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,210472361.18953001,71.12039205920867,3503234.4047185956,3419273.8862707997,149359743.6432265,50.469921398390184,1297617.7209065228,1288078.4392654789,61112617.546303526,20.650470660818492,29.035934790160745
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,sym_TE_asPP,all,method,DIVERGED - negative SPPR in a source-model group,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,sym_TE_asDC,all,method,DIVERGED - negative SPPR in a source-model group,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,sym_GE_asPP,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,1151857971.5899541,389.22255669585525,3503234.4047185956,3419273.8862707997,856553374.381762,289.4366341565016,1297617.7209065228,1288078.4392654789,295304597.20819217,99.78592253935375,25.637240396971148
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,sym_GE_asDC,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,1151857971.5899541,389.22255669585525,3503234.4047185956,3419273.8862707997,856553374.381762,289.4366341565016,1297617.7209065228,1288078.4392654789,295304597.20819217,99.78592253935375,25.637240396971148
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,sym_WithEgestion_asPP,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,210472361.18953001,71.12039205920867,3503234.4047185956,3419273.8862707997,149359743.6432265,50.469921398390184,1297617.7209065228,1288078.4392654789,61112617.546303526,20.650470660818492,29.035934790160745
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,sym_WithEgestion_asDC,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,210472361.18953001,71.12039205920867,3503234.4047185956,3419273.8862707997,149359743.6432265,50.469921398390184,1297617.7209065228,1288078.4392654789,61112617.546303526,20.650470660818492,29.035934790160745
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,MC_new_GE,all,method,ok,295938134.0506517,0.27028904180995994,4800852.125625119,4707352.325536279,3235602405.63212,1093.337435546014,3503234.4047185956,3419273.8862707997,2488808521.2696424,840.9894619541213,1297617.7209065228,1288078.4392654789,746793884.3624779,252.34797359189244,23.080520742058887
LME_052,52_1_Sea_of_Okhotsk_NE_(1980),2019,MC_new_TE_EEfix,all,method,IMPLAUSIBLE - up to 357x the trophic-chain estimate; the solve is near-singular for this model,295938134.0506517,0.27028904180995994,4800852.125625119,,,,3503234.4047185956,,,,1297617.7209065228,,,,
